Start date,Incident type,Receiver country,Category,Initiator country,Political responses,MITRE Impact,Intelligence impact,International Law Breach Indicator,Year
2024-03-09,Data theft,United States,Finance,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-03-09,Disruption,Germany,Administration,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2024-03-09,Disruption,Estonia,Administration,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2023-04-09,Disruption,Israel,Critical Manufacturing,Unknown,0,Defacement,1,Human rights,2023
2024-04-09,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Sovereignty,2024
2024-04-09,Data theft,Pakistan,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2022-05-09,Disruption,Estonia,Government and Research,Unknown,1,Network Denial of Service,1,Sovereignty,2022
2023-05-09,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2023-05-09,Disruption,Mexico,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2024-05-09,Hijacking,Latvia,Government and Research,Unknown,0,Defacement,1,Due diligence,2024
2024-05-09,Hijacking,Ukraine,Government and Research,Russia,0,Defacement,1,Armed conflict,2024
2017-06-09,Hijacking,Europe region,Other,Belarus,0,Data Manipulation,1,Cyber espionage,2017
2023-06-09,Data theft,Bangladesh,Finance,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-06-09,Data theft,United Kingdom,Administration,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-06-09,Data theft,Korea,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2024
2024-07-09,Ransomware,United Kingdom,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-07-09,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2024-07-09,Hijacking,Bangladesh,Administration,India,0,Defacement,1,Due diligence,2024
2024-08-09,Disruption,United States,Finance,Unknown,0,Account Access Removal,1,Sovereignty,2024
2022-09-09,Data theft,Albania,Government and Research,Iran,0,Data Exfiltration,3,Sovereignty,2022
2024-09-09,Ransomware,Italy,Administration,Unknown,0,Data Encrypted for Impact,2,Human rights,2024
2023-10-09,Disruption,Israel,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Armed conflict,2023
2023-10-09,Disruption,Israel,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Human rights,2023
2023-11-09,Disruption,United States,Critical Manufacturing,Sudan,0,Network Denial of Service,1,Due diligence,2023
2023-11-09,Disruption,Belgium,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2023
2024-12-09,Hijacking,Turkey,Finance,Unknown,0,Defacement,2,Human rights,2024
2024-12-09,Disruption,Denmark,Administration,Russia,0,Disk Wipe,1,Sovereignty,2024
2022-01-10,Disruption,Ukraine,Administration,Russia,4,Data Destruction,1,Sovereignty,2022
2024-01-10,Hijacking,Maldives,Government and Research,India,0,Defacement,1,Due diligence,2024
2024-03-10,Disruption,France,Administration,Unknown,1,Network Denial of Service,1,Sovereignty,2024
2024-04-10,Disruption,Slovenia,Government and Research,Unknown,1,Network Denial of Service,1,Sovereignty,2024
2024-04-10,Ransomware,United States,Finance,Unknown,0,Data Exfiltration,2,Due diligence,2024
2023-05-10,Data theft,Germany,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-05-10,Data theft,Spain,Finance,Unknown,0,Data Exfiltration,2,Sovereignty,2024
2023-06-10,Disruption,Netherlands,Critical Manufacturing,Russia,0,Network Denial of Service,1,Law of the sea,2023
2023-06-10,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-07-10,Disruption,Macao,Administration,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2024-07-10,Data theft,Japan,Critical Manufacturing,Unknown,0,Data Exfiltration,1,Sovereignty,2024
2024-07-10,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2024-09-10,Data theft,United States,Critical Manufacturing,Unknown,1,Data Exfiltration,3,Human rights,2024
2024-09-10,Data theft,Spain,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2022-10-10,Disruption,United States,Critical Manufacturing,Russia,0,Network Denial of Service,1,Due diligence,2022
2022-10-10,Data theft,Ecuador,Government and Research,China,0,Data Exfiltration,2,Cyber espionage,2022
2024-10-10,Data theft,France,Administration,Unknown,1,Data Exfiltration,2,Human rights,2024
2023-11-10,Data theft,Australia,Critical Manufacturing,Unknown,1,Data Exfiltration,1,Law of the sea,2023
2024-11-10,Disruption,Israel,Critical Manufacturing,Iran,1,Network Denial of Service,1,Armed conflict,2024
2023-01-11,Disruption,Czech Republic,Government,Russia,1,Network Denial of Service,1,Due diligence,2023
2024-01-11,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Due diligence,2024
2023-02-11,Disruption,Europe region,Not available,Russia,1,Network Denial of Service,1,Disaster management,2023
2023-02-11,Data theft,France,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-02-11,Data theft,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-02-11,Disruption,Romania,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2024-02-11,Data theft,Lithuania,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2022-03-11,Disruption,Russia,Military,Ukraine,0,Network Denial of Service,1,Armed conflict,2022
2022-04-11,Ransomware,Costa Rica,Administration,Unknown,2,Data Exfiltration,4,Sovereignty,2022
2022-05-11,Disruption,Italy,Government and Research,Russia,1,Endpoint Denial of Service,1,Sovereignty,2022
2023-05-11,Disruption,Ukraine,Critical Manufacturing,Russia,1,Data Destruction,1,Human rights,2023
2023-06-11,Ransomware,United States,Government and Research,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-06-11,Disruption,Belgium,Administration,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2022-07-11,Disruption,Lithuania,Finance,Russia,0,Network Denial of Service,1,Due diligence,2022
2022-08-11,Disruption,Latvia,Government and Research,Russia,1,Endpoint Denial of Service,1,Due diligence,2022
2022-09-11,Disruption,Russia,Not available,Ukraine,0,Defacement,1,Armed conflict,2022
2023-09-11,Disruption,Italy,Administration,Unknown,0,Network Denial of Service,1,Human rights,2023
2024-09-11,Data theft,United Kingdom,Finance,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-09-11,Disruption,Taiwan,Finance,Russia,1,Network Denial of Service,1,Sovereignty,2024
2020-10-11,Data theft,Armenia,Government,Unknown,0,Data Exfiltration,3,Cyber espionage,2020
2023-10-11,Data theft,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-11-11,Disruption,Spain,Government and Research,Unknown,0,Network Denial of Service,2,Human rights,2023
2018-12-11,Data theft,China,Not available,China,0,Data Exfiltration,2,Human rights,2018
2024-12-11,Disruption,Canada,Other,Unknown,0,Service Stop,1,Sovereignty,2024
2023-01-12,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-02-12,Disruption,Israel,Administration,Iran,1,Data Encrypted for Impact,1,Human rights,2023
2024-02-12,Data theft,India,Finance,Russia,0,Data Exfiltration,2,Due diligence,2024
2023-03-12,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2023-05-12,Disruption,Denmark,Administration,Unknown,0,Network Denial of Service,1,Sovereignty,2023
2023-05-12,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-05-12,Disruption,France,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2023-06-12,Disruption,Switzerland,Administration,Russia,1,Network Denial of Service,1,Due diligence,2023
2024-06-12,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2024-06-12,Data theft,United States,Critical Manufacturing,China,0,Data Exfiltration,2,Human rights,2024
2024-06-12,Disruption,Russia,Critical Manufacturing,Ukraine,0,Defacement,1,Air law,2024
2023-09-12,Ransomware,United States,Administration,Russia,0,Data Exfiltration,2,Human rights,2023
2023-09-12,Ransomware,Chile,Administration,Unknown,1,Data Exfiltration,2,Human rights,2023
2023-09-12,Disruption,Canada,Finance,Russia,1,Network Denial of Service,1,Due diligence,2023
2023-10-12,Ransomware,United States,Government and Research,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-10-12,Disruption,Germany,Administration,Unknown,0,Network Denial of Service,1,Sovereignty,2023
2023-10-12,Disruption,Belgium,Government and Research,Unknown,0,Network Denial of Service,1,Sovereignty,2023
2024-10-12,Disruption,Italy,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2022-11-12,Disruption,Bahrain,Government,Unknown,1,Defacement,1,Due diligence,2022
2023-11-12,Ransomware,Bangladesh,Military,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-11-12,Data theft,Netherlands,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-11-12,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-11-12,Data theft,Germany,Administration,Indonesia,0,Data Exfiltration,3,Human rights,2024
2023-12-12,Disruption,Ukraine,Finance,Unknown,0,Network Denial of Service,1,Armed conflict,2023
2024-02-13,Disruption,France,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2024-02-13,Data theft,Iran,Administration,Unknown,0,Data Exfiltration,5,Human rights,2024
2023-03-13,Data theft,United Kingdom,Finance,Unknown,0,Data Exfiltration,3,Sovereignty,2023
2023-03-13,Disruption,United States,Military,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2024-03-13,Disruption,Philippines,Government and Research,Unknown,1,Network Denial of Service,1,Sovereignty,2024
2024-03-13,Disruption,Ukraine,Critical Manufacturing,Russia,0,Data Destruction,3,Armed conflict,2024
2024-03-13,Disruption,United States,Administration,Sudan,0,Network Denial of Service,1,Due diligence,2024
2023-04-13,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2023-04-13,Ransomware,United States,Not available,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-04-13,Disruption,France,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2024-04-13,Data theft,Dominica,Government and Research,Unknown,0,Data Exfiltration,2,Human rights,2024
2022-05-13,Data theft,Ukraine,Administration,Russia,0,Data Exfiltration,4,Sovereignty,2022
2024-05-13,Hijacking,United States,Finance,Unknown,1,Data Destruction,3,Human rights,2024
2024-05-13,Data theft,Canada,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-06-13,Disruption,Switzerland,Critical Manufacturing,Russia,0,Network Denial of Service,1,Due diligence,2023
2023-06-13,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-06-13,Disruption,Israel,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2022-07-13,Data theft,Ukraine,Government and Research,Unknown,0,Data Exfiltration,2,Cyber espionage,2022
2024-07-13,Disruption,Germany,Government and Research,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2024-10-13,Data theft,Korea,Not available,Korea,1,Data Exfiltration,2,Cyber espionage,2024
2024-10-13,Disruption,Germany,Critical Manufacturing,Unknown,0,Data Exfiltration,1,Human rights,2024
2024-11-13,Data theft,Canada,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Cyber espionage,2024
2022-12-13,Data theft,United States,Administration,Unknown,0,Data Exfiltration,3,Human rights,2022
2023-12-13,Ransomware,Belgium,Administration,Russia,0,Data Exfiltration,2,Human rights,2023
2024-12-13,Data theft,Chile,Administration,China,1,Defacement,4,Human rights,2024
2023-01-14,Data theft,United States,Other,Unknown,0,Data Exfiltration,2,Human rights,2023
2021-02-14,Disruption,United States,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2021
2023-02-14,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2022-03-14,Disruption,Ukraine,Critical Manufacturing,Russia,0,Disk Wipe,1,International peace,2022
2024-03-14,Disruption,Palau,Government and Research,Malaysia,1,Data Encrypted for Impact,1,Due diligence,2024
2024-03-14,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2022-04-14,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2022
2023-04-14,Disruption,Israel,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Due diligence,2023
2024-04-14,Data theft,Mexico,Finance,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-04-14,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-05-14,Disruption,United States,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Due diligence,2023
2023-05-14,Disruption,Turkey,Not available,Unknown,0,Network Denial of Service,1,Human rights,2023
2023-06-14,Disruption,Switzerland,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2023
2023-07-14,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-07-14,Data theft,Germany,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-07-14,Hijacking,India,Finance,Korea,0,Data Manipulation,1,Human rights,2024
2024-08-14,Data theft,Iran,Finance,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-09-14,Ransomware,Dominican Republic,Administration,Unknown,1,Data Exfiltration,2,Human rights,2023
2023-10-14,Disruption,Switzerland,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2023-10-14,Disruption,Belgium,Government and Research,Unknown,0,Network Denial of Service,1,Sovereignty,2023
2023-10-14,Disruption,Guatemala,Government and Research,Unknown,0,Network Denial of Service,1,Due diligence,2023
2024-10-14,Data theft,France,Administration,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-10-14,Data theft,Japan,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Cyber espionage,2024
2022-11-14,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2022
2022-12-14,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2022
2023-12-14,Disruption,Argentina,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2022-02-15,Disruption,Azerbaijan,Government,Unknown,0,Account Access Removal,3,Human rights,2022
2024-02-15,Disruption,Japan,Other,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2022-03-15,Data theft,Russia,Military,Unknown,0,Data Exfiltration,4,Armed conflict,2022
2022-03-15,Data theft,Russia,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2022
2024-03-15,Disruption,France,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2021-04-15,Disruption,India,Critical Manufacturing,Korea,0,Data Encrypted for Impact,3,Human rights,2021
2024-04-15,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2024
2024-04-15,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-04-15,Data theft,Taiwan,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Due diligence,2024
2023-05-15,Data theft,United States,Government,China,3,Data Exfiltration,3,Cyber espionage,2023
2024-05-15,Data theft,Singapore,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-06-15,Data theft,Slovenia,Administration,Unknown,0,Data Exfiltration,2,Sovereignty,2023
2024-06-15,Disruption,France,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2024
2024-06-15,Ransomware,United States,Critical Manufacturing,Malaysia,0,Data Exfiltration,2,Due diligence,2024
2022-07-15,Data theft,Ukraine,Government and Research,Russia,0,Data Exfiltration,4,Cyber espionage,2022
2023-07-15,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2023-08-15,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2024-08-15,Data theft,Korea,Government and Research,Unknown,0,Data Exfiltration,2,Human rights,2024
2022-09-15,Data theft,Lebanon,Government,Iran,0,Data Exfiltration,3,Human rights,2022
2024-09-15,Disruption,Mexico,Administration,Unknown,0,Defacement,1,Due diligence,2024
2022-10-15,Disruption,Bugaria,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2022
2024-10-15,Disruption,Japan,Administration,Russia,1,Endpoint Denial of Service,1,Air law,2024
2022-11-15,Disruption,Germany,Critical Manufacturing,Unknown,0,Data Destruction,3,Sovereignty,2022
2024-11-15,Ransomware,Mexico,Administration,Unknown,1,Data Exfiltration,5,Human rights,2024
2022-12-15,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2022
2023-12-15,Data theft,Ukraine,Government and Research,Russia,1,Data Exfiltration,2,Armed conflict,2023
2024-01-16,Disruption,Poland,Finance,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2023-02-16,Disruption,Germany,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Air law,2023
2023-02-16,Ransomware,United States,Critical Manufacturing,Russia,0,Data Exfiltration,2,Due diligence,2023
2024-02-16,Data theft,Russia,Administration,"Ukraine, Russia",0,Data Exfiltration,2,Human rights,2024
2024-02-16,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2022-03-16,Hijacking,Russia,Government and Research,Ukraine,0,Defacement,1,Armed conflict,2022
2022-04-16,Disruption,United States,Critical Manufacturing,Russia,0,Network Denial of Service,1,Due diligence,2022
2024-04-16,Ransomware,Italy,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2022-05-16,Disruption,Italy,Military,Russia,0,Endpoint Denial of Service,1,Sovereignty,2022
2023-05-16,Data theft,Germany,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-06-16,Data theft,Africa region,Government and Research,Unknown,0,Data Exfiltration,2,Cyber espionage,2023
2023-06-16,Disruption,Switzerland,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2023
2023-06-16,Data theft,Switzerland,Critical Manufacturing,Russia,1,Data Exfiltration,5,Due diligence,2023
2023-06-16,Data theft,Mexico,Administration,Mexico,0,Data Exfiltration,3,Cyber espionage,2023
2023-06-16,Data theft,Pakistan,Not available,India,0,Data Exfiltration,2,Cyber espionage,2023
2024-06-16,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2023-07-16,Disruption,New Zealand,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2023
2019-08-16,Disruption,United States,Administration,Russia,0,Data Encrypted for Impact,1,Sovereignty,2019
2022-08-16,Disruption,Ukraine,Critical Manufacturing,Russia,0,Network Denial of Service,1,Armed conflict,2022
2024-09-16,Disruption,United Kingdom,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2024-09-16,Disruption,Germany,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2023-10-16,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-10-16,Data theft,China,Finance,Korea,0,Account Access Removal,1,Sovereignty,2024
2023-01-17,Ransomware,United Kingdom,Military,Unknown,0,Data Exfiltration,2,Sovereignty,2023
2024-01-17,Disruption,Switzerland,Administration,Russia,0,Network Denial of Service,1,Due diligence,2024
2022-02-17,Data theft,Netherlands,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2022
2023-02-17,Ransomware,United States,Military,Unknown,0,Data Exfiltration,5,Human rights,2023
2024-02-17,Hijacking,Ukraine,Not available,Russia,1,Defacement,1,Armed conflict,2024
2024-04-17,Data theft,Germany,Critical Manufacturing,Russia,0,Data Exfiltration,3,Human rights,2024
2022-05-17,Data theft,United States,Administration,Unknown,0,Data Exfiltration,3,International peace,2022
2023-05-17,Data theft,Australia,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-05-17,Disruption,Sri Lanka,Administration,Unknown,0,Data Encrypted for Impact,3,Sovereignty,2023
2024-05-17,Hijacking,Dominican Republic,Government and Research,Unknown,1,Defacement,1,Sovereignty,2024
2022-06-17,Disruption,Russia,Government and Research,Ukraine,1,Network Denial of Service,1,Armed conflict,2022
2023-06-17,Disruption,Italy,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2024-06-17,Ransomware,Austria,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-08-17,Disruption,France,Administration,Unknown,0,Data Encrypted for Impact,1,Due diligence,2023
2023-08-17,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2024-08-17,Data theft,United States,Finance,Unknown,0,Data Exfiltration,2,Human rights,2024
2023-09-17,Disruption,Canada,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Air law,2023
2024-09-17,Ransomware,United States,Administration,Unknown,1,Data Exfiltration,5,Human rights,2024
2023-10-17,Data theft,Germany,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-11-17,Data theft,France,Administration,Unknown,1,Data Exfiltration,2,Human rights,2024
2024-11-17,Data theft,Australia,Critical Manufacturing,Unknown,1,Data Exfiltration,2,Human rights,2024
2023-12-17,Data theft,South Africa region,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-12-17,Disruption,Germany,Critical Manufacturing,Russia,0,Network Denial of Service,1,Sovereignty,2024
2023-01-18,Disruption,Kazakhstan;Kazakhstan,Not available,Kazakhstan,3,Defacement,1,Human rights,2023
2024-01-18,Data theft,Italy,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Sovereignty,2024
2024-01-18,Disruption,Belgium,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2024-02-18,Data theft,Australia,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-02-18,Data theft,Canada,Administration,Unknown,0,Data Exfiltration,1,Human rights,2024
2024-03-18,Data theft,Canada,Government and Research,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-03-18,Data theft,Denmark,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Sovereignty,2024
2024-03-18,Data theft,Belgium,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-03-18,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Due diligence,2024
2023-04-18,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-04-18,Ransomware,United States,Administration,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-04-18,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-05-18,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2023
2024-05-18,Data theft,Taiwan,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-06-18,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Due diligence,2024
2024-07-18,Data theft,United States,Administration,Russia,0,Data Exfiltration,2,Human rights,2024
2023-08-18,Disruption,Denmark,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2024-08-18,Data theft,United Kingdom,Other,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-08-18,Ransomware,New Caledonia,Critical Manufacturing,Unknown,0,Data Exfiltration,1,Sovereignty,2024
2023-09-18,Ransomware,Kuwait,Government and Research,Unknown,1,Data Exfiltration,2,Due diligence,2023
2022-11-18,Disruption,United States,Critical Manufacturing,Russia,0,Network Denial of Service,1,Due diligence,2022
2024-11-18,Data theft,Turkey,Military,South Asia region,0,Data Exfiltration,2,Cyber espionage,2024
2024-11-18,Data theft,United States,Finance,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-11-18,Hijacking,Italy,Administration,Unknown,1,Data Encrypted for Impact,1,Due diligence,2024
2023-12-18,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-01-19,Disruption,Estonia,Government and Research,Unknown,1,Network Denial of Service,1,Sovereignty,2023
2024-01-19,Disruption,Seychelles,Finance,Unknown,0,Network Denial of Service,1,Sovereignty,2024
2024-01-19,Disruption,Sweden,Government and Research,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2023-02-19,Disruption,Sweden,Critical Manufacturing,Sudan,0,Network Denial of Service,1,Due diligence,2023
2024-02-19,Ransomware,Netherlands,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Sovereignty,2024
2024-02-19,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2024-02-19,Disruption,United Kingdom,Administration,Sudan,0,Network Denial of Service,1,Human rights,2024
2024-03-19,Hijacking,Germany,Administration,Unknown,0,Defacement,1,Sovereignty,2024
2022-04-19,Disruption,Israel,Administration,Iran,0,Network Denial of Service,1,Air law,2022
2023-04-19,Disruption,Europe region,Critical Manufacturing,Russia,0,Network Denial of Service,1,Air law,2023
2024-05-19,Ransomware,Japan,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2024
2023-08-19,Disruption,United States,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2023-09-19,Disruption,Germany,Administration,Unknown,0,Network Denial of Service,1,Sovereignty,2023
2023-10-19,Disruption,Finland,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Law of the sea,2023
2024-10-19,Data theft,Spain,Critical Manufacturing,Unknown,1,Data Exfiltration,2,Human rights,2024
2024-11-19,Hijacking,United States,Critical Manufacturing,Unknown,0,Account Access Removal,1,Sovereignty,2024
2022-12-19,Data theft,United States,Administration,Unknown,0,Data Exfiltration,2,Human rights,2022
2023-12-19,Data theft,Australia,Critical Manufacturing,Unknown,0,Data Exfiltration,2,Human rights,2023
2024-12-19,Disruption,Ukraine,Government and Research,Russia,1,Data Destruction,1,Armed conflict,2024
2023-01-20,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,5,Human rights,2023
2023-01-20,Data theft,United States,Government and Research,Unknown,1,Data Exfiltration,3,Human rights,2023
2022-02-20,Disruption,China,Not available,Iran,0,Data Destruction,3,Due diligence,2022
2023-02-20,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-02-20,Disruption,Germany,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2024-02-20,Hijacking,Germany,Critical Manufacturing,Turkey,0,Account Access Removal,1,Due diligence,2024
2024-02-20,Disruption,Belgium,Government and Research,Russia,0,Network Denial of Service,1,Due diligence,2024
2023-03-20,Disruption,United States,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2023-04-20,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,4,Human rights,2023
2023-04-20,Ransomware,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2023-05-20,Disruption,Germany,Critical Manufacturing,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2023
2024-05-20,Ransomware,France,Finance,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-06-20,Disruption,Indonesia,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2022-08-20,Data theft,Montenegro,Government and Research,Unknown,3,Data Exfiltration,4,Sovereignty,2022
2024-08-20,Hijacking,United States,Critical Manufacturing,Unknown,0,Data Manipulation,1,Sovereignty,2024
2022-09-20,Disruption,Iran,Finance,Unknown,0,Endpoint Denial of Service,1,Sovereignty,2022
2023-09-20,Disruption,Estonia,Critical Manufacturing,Russia,0,Network Denial of Service,1,Due diligence,2023
2024-09-20,Data theft,United States,Finance,Unknown,0,Data Exfiltration,3,Human rights,2024
